,title,rating,body
194,Trustworthy and great!,5.0 out of 5 stars,Was skeptical about buying it online but it's in great condition! Sound works games work visuals are great love it! Dont let some of the bad reviews get you it's because they didnt do they're research on the difference between a Nintendo switch and the lite! If the the lite is what you are looking for this is a trusted source
195,Love it,5.0 out of 5 stars,I didn't want a regular switch because I will only be using it as a handheld device. The games I've played so far are great and the visuals are more than what I was expecting. I would rather have this over a DS any day. The only thing that I don't care for is how fast the battery drops. I guess it depends on settings but it seems like it drains rather quickly.
196,Amazing and So easy to use!,5.0 out of 5 stars,This product is amazing! Almost just like the normal switch. I love how it’s smaller and more portable than the original switch. I definitely recommend this if your a traveler and you been wanting a switch!😊
197,Pretty good,4.0 out of 5 stars,Amazing but it heats up faster than I would like it scuffs easily speakers are a little quiet overall great product
198,What I always wanted,5.0 out of 5 stars,I prefer the Lite version for its lack of parts (controllers) to lose or damage. It feels more like a handheld Nintendo console like my DS lite.
199,System variations or rusty player,4.0 out of 5 stars,Had it couple days and been playing some retro games and it’s been tricky to play. Not sure I’m just rusty or it’s the translation of the systems. Loving none the less
200,Nephew loved it,5.0 out of 5 stars,Bought this for my nephew and he was ecstatic to receive it. Said he was one of the cool kids now ☺️ Cool aunt points received. Definitely worth it.
201,Cute color,5.0 out of 5 stars,"Gift for my daughter, she loves it. Plays it all the time!"
202,Graphics,5.0 out of 5 stars,"Great product, love how the graphics run, I started playing it since it arrived and I could not stop admiring the graphics in my pokemon game I played nonstop until it was time for bed."
203,Excellent purchase,5.0 out of 5 stars,"Love it. Needed a new handheld after the Vita and 3DS stopped reviewing true support. I can already tell this thing will become my Vita 2.0. receives all the same indie and Japanese support as the Vita, with the added bonus of having Zelda games and various other Nintendo exclusives. If you want a handheld and aren't interested in the extra features the full Switch has, then this device is definitely worth the money. I also love the yellow color, it's so pretty."
204,No longer bored while waiting for things.,5.0 out of 5 stars,"This was the best purchase for someone who travels a lot. I am able to keep myself entertained on a plane and at the airport.Aside from that, it's a great portable console and you can download lots of great Nintendo games on it.I had N64 and GameCube and this is my first new Nintendo Console since those good old times, and I am happy and satisfied with my purchase."
205,Awesome! Just awesome!,5.0 out of 5 stars,"I got this for my wife, she loves it, the build quality is great! If you are using a switch for portable gaming only and don't mind the lack of rumble (like her), this is prefect, it doesn't have the wobbly feel of the OG switch in handheld (because of the detachable joy-cons), instead, it feels firm due to the full body. It has a good d-pad and works perfect to fill her Pokémon addiction."
206,"Overall, fantastic.",5.0 out of 5 stars,"Fantastic gaming console. Easily replaces my 3ds as a go-to portable gaming system. Highest selling points for me are the longer battery life and smaller size for storage.I wish it came in jet black though, my only minor complaint.Also for whatever reason, there was a foreign power box in the Switch package. I'm happy my seller provided the correct adapter."
207,Works for Me,5.0 out of 5 stars,"I like this system.  1) it's way easier (and way less scary) to throw in my purse and drag around to work and waiting rooms, 2) it's more comfortable to hold than the Switch original, and 3) it's turquoise.  I own a Switch, too, and it's still my favorite console to date, but the SL works for me better as a portable than the Switch does, and that's all I was hoping for with this hand held."
