Player name,Appearances,Goals Overview,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork
Nuno Tavares,22,1,13,9,3,19,21,67%,0,4,9,30,20,0,68,75,84,18,24,22,0,1,1,586,26.64,1,40,23%,0,13,2,0,23,1,1,0,1,0,0
Jake O'Brien,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Odeluga Offiah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Angelo Ogbonna,176,8,67,62,39,249,203,66%,1,14,248,820,446,0,746,759,478,31,458,281,1,2,1,"6,035",34.29,4,12,50%,3,407,22,0,119,1,8,6,0,1,2
Mazeed Ogungbo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tobi Omole,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Oyegoke,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sam Packham,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jonathan Panzo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Stefan Parkes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Maksim Paskotsi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathan Patterson,10,0,1,4,2,10,34,41%,0,4,10,22,13,0,51,51,31,6,6,8,0,0,0,275,27.5,1,17,6%,1,9,1,0,5,1,0,0,0,0,0
Romain Perraud,33,2,6,17,3,50,59,61%,0,17,31,50,14,1,114,116,130,13,20,35,0,0,3,837,25.36,5,106,11%,2,16,4,0,41,3,2,0,1,1,2
Nathaniel Phillips,19,1,13,3,7,12,24,63%,0,3,22,82,44,2,97,134,84,2,100,50,0,0,1,"1,199",63.11,1,1,1%,0,53,2,0,21,0,1,1,0,0,0
Ethan Pinnock,39,1,12,18,9,56,55,69%,1,4,51,204,131,0,168,251,119,10,170,85,1,1,1,"1,672",42.87,2,22,18%,0,80,1,0,11,1,1,0,0,1,0
Jarell Quansah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Quick,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luka Racic,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Calvin Ramsay,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tim Ream,61,0,14,34,8,114,69,52%,3,0,92,266,93,3,285,193,161,12,98,91,0,1,1,"2,746",45.02,1,7,14%,0,147,3,0,25,1,0,0,0,0,0
Sergio Reguilón,52,2,28,14,13,56,87,56%,0,14,63,80,42,0,233,231,233,41,60,59,1,1,6,"1,971",37.9,9,146,27%,1,60,9,0,48,2,2,0,0,2,0
Renan Lodi,7,0,2,5,0,19,10,60%,0,2,10,10,6,1,34,31,22,5,3,2,0,0,0,182,26,0,19,5%,0,9,1,0,7,0,0,0,0,0,0
Dominic Revan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ricardo Pereira,92,6,41,35,23,111,305,58%,3,20,141,228,118,1,504,700,596,153,134,150,0,0,12,"4,106",44.63,18,193,16%,8,123,14,0,110,2,6,1,3,2,2
Haydon Roberts,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,230,8,131,49,70,228,356,64%,4,29,237,412,176,5,"1,325",736,685,154,154,144,0,2,53,"13,416",58.33,62,"1,199",20%,13,476,27,1,127,23,8,4,0,4,3
Antonee Robinson,41,0,8,18,7,45,67,60%,0,4,48,87,59,0,220,192,138,59,50,29,0,0,0,"1,525",37.2,4,142,26%,0,54,8,1,29,2,0,0,0,0,0
Joe Rodon,15,0,8,4,2,15,14,64%,1,0,21,42,21,0,39,46,18,0,24,15,0,1,0,464,30.93,0,0,0%,0,18,0,0,2,1,0,0,0,0,0
Mads Roerslev,28,1,11,11,3,33,29,52%,0,1,18,36,16,0,70,56,86,4,14,26,0,0,1,417,14.89,3,46,26%,1,14,1,0,19,2,1,0,0,1,0
Cristian Romero,30,1,16,10,6,34,81,62%,1,2,44,94,53,0,193,172,109,14,60,38,0,2,0,"1,752",58.4,0,0,0%,3,88,9,0,36,2,1,0,1,0,0
Zeno Rossi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Rúben Dias,73,3,55,8,31,47,56,63%,0,9,70,179,92,0,284,237,176,11,139,88,1,0,4,"5,874",80.47,4,5,40%,2,231,9,0,58,3,3,2,0,1,0
Rúben Vinagre,37,0,14,12,2,22,46,63%,0,2,27,33,16,0,115,118,126,36,17,31,0,0,0,626,16.92,3,88,20%,1,16,2,0,21,1,0,0,0,0,0
Antonio Rüdiger,133,9,74,28,53,118,172,62%,0,30,118,390,209,2,824,550,413,24,297,194,2,2,1,"9,758",73.37,6,36,19%,21,599,23,0,124,4,9,6,2,1,2
Romain Saïss,110,9,43,42,30,121,169,68%,0,9,191,439,243,3,566,574,418,28,324,206,0,2,1,"5,574",50.67,5,44,16%,2,410,25,1,129,6,9,5,2,2,4
William Saliba,14,2,12,1,6,11,22,55%,0,0,9,38,20,0,120,48,28,4,19,13,1,0,1,939,67.07,1,1,100%,0,36,4,0,10,0,2,1,0,1,0
Mohammed Salisu,60,0,14,28,7,101,156,57%,1,6,110,250,120,2,385,348,228,29,151,96,2,2,1,"2,797",46.62,2,25,20%,1,147,13,1,66,2,0,0,0,0,0
Ishé Samuels-Smith,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dion Sanderson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Philippe Sandler,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Malang Sarr,8,0,5,2,2,7,14,50%,1,0,11,19,11,0,36,28,22,0,13,7,0,0,0,467,58.38,1,4,25%,2,14,2,0,8,0,0,0,0,0,0
Charlie Sayers,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oliver Scarles,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,103,10,42,39,24,121,144,56%,0,20,193,416,201,5,534,458,416,44,194,186,0,3,3,"4,013",38.96,5,49,10%,8,477,29,1,111,9,10,2,6,2,0
Marcos Senesi,12,0,2,7,2,25,22,59%,0,0,16,52,26,0,48,34,23,1,7,9,0,0,0,431,35.92,1,3,33%,0,35,1,0,7,0,0,0,0,0,0
Steven Sessegnon,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Shaw,218,2,96,53,59,209,356,71%,3,34,208,531,258,0,"1,011","1,060",868,202,329,252,1,2,16,"9,662",44.32,29,746,25%,12,245,48,1,226,13,2,0,0,2,2
Joe Sheridan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dynel Simeu,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Thierry Small,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lino Sousa,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Çaglar Söyüncü,92,3,41,29,22,112,141,64%,2,3,110,367,190,1,472,493,305,27,280,155,0,3,1,"5,887",63.99,2,21,33%,2,252,12,1,81,2,3,2,0,1,0
Djed Spence,3,0,2,1,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1.67,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Stacey,25,0,6,13,1,32,25,60%,0,0,20,61,39,0,93,80,69,17,28,20,0,0,2,639,25.56,4,41,12%,1,30,3,0,12,2,0,0,0,0,0
Jack Stephens,125,4,32,55,27,191,176,62%,4,5,181,494,256,1,675,476,408,41,214,213,0,1,4,"5,241",41.93,4,22,9%,5,317,20,2,71,3,4,2,1,1,1
Finley Stevens,1,0,0,1,0,0,3,33%,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,6,0,1,1%,0,0,0,0,0,0,0,0,0,0,0
John Stones,207,6,124,44,67,187,213,72%,4,16,223,689,388,4,907,830,376,117,424,210,1,8,2,"12,194",58.91,7,24,21%,2,720,8,1,58,5,6,2,2,2,1
Pascal Struijk,69,3,24,31,9,108,152,65%,0,10,101,166,77,2,355,309,253,15,119,112,0,1,1,"3,100",44.93,2,14,29%,1,129,11,1,67,1,3,2,0,1,0
Zak Swanson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sil Swinkels,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Japhet Tanganga,23,0,11,9,7,23,36,58%,0,4,23,72,50,1,79,120,113,20,45,34,0,1,0,746,32.43,1,17,18%,1,18,5,1,38,1,0,0,0,0,0
Matt Targett,152,3,59,60,35,183,290,59%,0,14,234,312,151,2,647,644,489,46,214,164,1,1,9,"5,284",34.76,21,545,25%,13,323,17,0,99,3,3,1,0,2,1
James Tarkowski,209,7,67,90,56,272,348,61%,2,18,283,"1,110",649,10,868,"1,444",721,53,903,387,1,4,5,"7,007",33.53,9,22,23%,3,684,43,0,190,17,7,3,1,2,2
Kenny Tete,31,0,6,15,4,39,77,61%,0,3,39,66,34,0,111,150,102,10,39,29,0,0,4,954,30.77,2,90,30%,0,42,8,0,42,2,0,0,0,0,0
Thiago Silva,67,5,32,19,22,65,71,63%,0,12,96,223,108,7,427,245,128,10,131,71,0,1,2,"5,458",81.46,1,5,20%,1,346,6,1,29,1,5,5,0,0,1
Luke Thomas,43,1,17,20,8,63,79,62%,0,4,65,81,48,1,178,196,204,26,53,69,1,0,2,"1,726",40.14,4,69,23%,3,45,5,0,28,0,1,0,0,1,0
Dominic Thompson,2,0,0,2,0,3,1,1%,0,0,2,3,2,0,5,2,6,0,1,2,0,0,0,37,18.5,0,2,2%,0,1,0,0,1,0,0,0,0,0,0
Kieran Tierney,76,3,43,21,19,66,71,66%,0,13,46,146,65,0,277,194,197,37,39,86,0,0,7,"2,731",35.93,6,255,19%,0,119,6,0,29,1,3,0,1,2,2
Tobias Figueiredo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harry Toffolo,8,0,1,4,1,8,8,75%,0,0,6,19,8,0,35,25,21,3,10,8,0,0,0,191,23.88,0,19,26%,0,3,0,0,3,0,0,0,0,0,0
Takehiro Tomiyasu,32,0,22,7,8,24,48,54%,0,3,35,66,35,0,116,128,103,10,54,49,0,0,1,"1,162",36.31,1,35,43%,2,47,3,0,21,0,0,0,0,0,0
James Tomkins,280,13,88,125,60,362,460,70%,17,27,451,"2,092",957,4,"1,051","1,483",844,27,847,488,0,7,7,"8,736",31.2,9,51,33%,4,790,49,2,177,7,13,7,4,2,7
Toti,7,0,3,3,1,11,14,64%,0,1,9,33,16,1,26,44,21,5,20,11,0,0,0,354,50.57,0,1,1%,0,13,2,0,5,1,0,0,0,0,0
Kieran Trippier,128,5,65,36,36,118,269,67%,0,14,173,322,179,4,768,615,444,54,183,142,1,2,21,"6,080",47.5,37,869,29%,18,448,10,0,81,15,5,0,5,0,2
Auston Trusty,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Konstantinos Tsimikas,25,0,14,4,3,11,35,49%,1,5,15,24,9,0,82,68,75,9,14,17,0,0,5,724,28.96,3,164,23%,0,14,4,0,25,0,0,0,0,0,0
Antef Tsoungui,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Axel Tuanzebe,28,0,12,9,2,25,29,59%,0,2,20,39,20,0,87,66,70,1,24,34,1,1,0,782,27.93,0,2,2%,0,33,3,0,18,0,0,0,0,0,0
Ed Turns,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Yan Valery,43,2,13,21,4,62,75,69%,0,2,43,110,43,0,157,208,245,39,76,83,0,3,1,827,19.23,3,75,16%,1,22,4,1,38,5,2,0,1,1,0
Sepp van den Berg,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,210,18,130,37,86,191,213,68%,5,38,329,"1,093",603,3,"1,128","1,292",473,48,939,317,0,4,4,"14,556",69.31,15,3,33%,18,987,13,1,106,5,18,14,1,3,13
Jan Paul van Hecke,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Raphaël Varane,32,1,16,6,9,27,40,55%,0,3,22,116,71,0,114,122,54,2,72,25,0,0,1,"1,472",46,1,1,1%,0,97,1,0,13,1,1,0,1,0,0
Joël Veltman,75,2,20,26,18,79,164,58%,1,9,89,175,78,0,371,393,285,37,107,78,0,0,2,"3,396",45.28,6,112,28%,4,157,10,0,86,0,2,0,1,1,0
Jannik Vestergaard,82,4,28,37,14,119,137,63%,1,8,110,422,241,0,382,472,268,24,276,148,0,1,0,"3,807",46.43,3,7,29%,3,229,10,1,49,1,4,4,0,0,2
Jake Vokins,2,0,0,1,0,3,2,100%,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,71,35.5,0,4,25%,0,3,0,0,2,1,0,0,0,0,0
Kyle Walker,343,8,216,55,120,309,643,75%,4,62,530,861,378,4,"1,832","1,664","1,234",272,498,323,2,6,32,"19,411",56.59,30,823,17%,32,"1,087",47,1,273,24,8,0,7,1,3
Kyle Walker-Peters,95,2,35,36,20,128,194,61%,2,22,109,143,74,2,534,564,450,159,67,112,0,1,9,"3,570",37.58,12,147,15%,2,105,13,0,81,13,2,0,2,0,2
Reuell Walters,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,132,2,60,39,41,160,424,66%,1,11,261,316,144,2,732,821,519,198,134,146,0,0,11,"5,763",43.66,11,274,19%,3,116,18,1,92,5,2,0,2,0,0
Joel Ward,265,4,84,119,63,367,586,77%,2,27,447,998,570,4,"1,326","1,516","1,057",138,527,338,1,3,6,"9,121",34.42,11,489,16%,3,470,44,0,271,6,4,2,1,1,3
Noah Watson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kelland Watts,1,0,0,1,0,1,1,1%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Adam Webster,95,6,30,30,22,116,95,51%,1,8,122,287,162,0,501,452,271,42,277,152,2,2,1,"5,728",60.29,3,15,27%,4,334,14,0,58,1,6,4,1,1,3
Reece Welch,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Charlie Wellens,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben White,82,0,40,24,28,89,121,52%,2,10,113,176,101,0,393,327,269,37,123,104,1,0,2,"4,313",52.6,5,41,15%,8,199,9,1,59,1,0,0,0,0,0
Dylan Williams,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Josh Wilson-Esbrand,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Worrall,11,0,3,6,2,15,20,45%,1,0,10,29,13,1,45,38,24,2,14,5,0,0,0,426,38.73,1,1,1%,0,28,4,0,13,0,0,0,0,0,0
Ashley Young,404,49,189,107,83,421,569,70%,2,161,456,418,141,7,"1,615","1,741","1,798",330,165,182,1,0,71,"12,114",29.99,56,"2,747",23%,108,719,75,2,424,102,49,0,48,1,17
Zanka,78,4,15,42,15,115,122,61%,0,5,164,353,164,1,361,296,303,6,143,150,1,1,3,"3,240",41.54,2,12,25%,2,195,14,0,90,3,4,2,1,1,0
Jordan Zemura,11,0,3,4,3,19,21,67%,0,0,10,17,11,0,35,37,37,6,3,6,0,0,1,248,22.55,1,9,33%,0,7,1,0,11,0,0,0,0,0,0
Kurt Zouma,203,11,86,74,52,230,191,68%,5,22,296,932,507,1,805,891,452,53,578,237,2,2,4,"9,010",44.38,2,21,10%,0,553,14,1,120,6,11,10,1,0,4
Leo Østigård,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Zach Abbott,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tosin Adarabioyo,43,1,9,19,10,61,48,48%,0,3,53,241,121,0,183,172,99,12,105,44,1,1,0,"2,384",55.44,0,3,33%,0,142,1,0,22,2,1,1,0,0,0
Tayo Adaramola,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joshua Addae,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nayef Aguerd,1,0,0,1,0,1,1,100%,0,0,1,1,1,0,6,2,1,0,1,0,0,0,0,49,49,0,0,0%,0,6,0,0,0,0,0,0,0,0,0
Rayan Aït-Nouri,54,2,14,27,10,59,111,56%,0,8,40,55,27,0,250,266,252,81,29,46,1,0,3,"1,675",31.02,5,172,24%,1,50,6,0,38,5,2,1,0,1,0
Kristoffer Ajer,30,1,10,14,6,44,38,66%,0,5,31,80,35,1,136,131,87,13,57,38,0,0,3,937,31.23,4,21,14%,2,43,5,0,15,0,1,0,1,0,0
Manuel Akanji,8,0,6,2,2,8,13,69%,0,4,5,8,5,0,40,26,29,3,7,16,0,0,1,600,75,0,0,0%,0,17,1,0,8,0,0,0,0,0,0
Nathan Aké,178,15,73,72,41,241,285,62%,3,23,228,806,438,5,730,772,510,29,385,313,0,0,6,"7,781",43.71,10,65,18%,4,301,19,1,116,8,15,8,1,6,5
Ryan Alebiosu,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ajibola Alese,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alex Telles,30,0,16,8,5,37,62,55%,0,4,42,61,40,0,144,135,118,15,47,38,0,0,6,"1,393",46.43,3,182,23%,3,37,1,0,27,2,0,0,0,0,3
Trent Alexander-Arnold,175,11,120,23,58,142,268,63%,3,67,216,271,97,2,"1,116",474,550,110,61,112,0,2,45,"10,515",60.09,71,"1,362",25%,39,806,17,0,88,28,11,0,11,0,6
Marcos Alonso,179,26,106,39,63,164,342,66%,0,90,265,440,226,1,"1,018",979,803,113,349,255,0,1,16,"7,959",44.46,26,600,19%,10,267,35,1,162,21,26,4,3,19,13
Daniel Amartey,98,2,39,39,18,118,118,57%,3,4,90,223,129,1,514,294,276,17,130,123,0,0,1,"4,099",41.83,1,7,14%,2,163,12,1,62,2,2,2,0,0,0
Ethan Ampadu,26,0,5,20,2,42,58,64%,0,1,49,85,36,0,114,149,88,13,53,31,1,1,0,"1,025",39.42,2,19,32%,0,57,3,0,25,1,0,0,0,0,0
Joachim Andersen,78,2,20,27,23,88,79,59%,1,4,94,365,199,1,402,318,224,19,188,103,1,2,4,"5,156",66.1,3,24,13%,4,520,13,1,72,2,2,1,1,0,1
Joseph Anderson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Paul Appiah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harrison Ashby,1,0,0,1,0,1,0,0%,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0%,0,1,0,0,0,0,0,0,0,0,0
Ryan Astley,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ludwig Augustinsson,2,0,1,0,0,0,1,100%,0,0,0,1,1,0,6,6,3,0,4,1,0,0,0,16,8,0,1,1%,0,1,1,0,1,0,0,0,0,0,0
Serge Aurier,84,5,42,21,18,84,240,65%,1,11,110,211,129,0,424,563,459,81,179,152,1,1,12,"3,317",39.49,17,281,17%,3,90,5,2,105,10,5,2,2,1,0
Zach Awe,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Ayling,71,2,25,33,13,127,188,56%,0,14,66,130,68,1,474,434,328,67,106,121,0,0,3,"3,865",54.44,10,118,18%,9,286,11,1,53,5,2,0,2,0,1
César Azpilicueta,335,10,188,69,115,325,842,70%,2,35,538,934,493,5,"1,646","1,683","1,199",93,592,461,3,1,35,"19,571",58.42,40,671,21%,29,721,33,2,308,17,10,2,8,0,3
Abdul Rahman Baba,15,0,6,6,2,13,47,83%,0,1,23,32,13,1,76,67,65,8,8,13,0,1,1,526,35.07,0,31,16%,0,18,1,0,14,2,0,0,0,0,0
Baba Fernandes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Finley Back,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Loïc Badé,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Eric Bailly,70,1,44,11,24,56,102,70%,1,4,118,272,115,0,364,277,157,27,105,61,2,1,0,"2,329",33.27,0,2,2%,1,123,10,1,57,0,1,0,1,0,1
Stefan Bajcetic,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,15,15,0,0,0%,0,1,0,0,0,0,0,0,0,0,0
Tudor Baluta,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mads Bech Sørensen,14,0,6,5,2,14,8,88%,0,2,7,25,8,0,41,22,14,0,10,4,0,0,0,438,31.29,0,10,30%,0,20,3,0,8,0,0,0,0,0,0
Owen Beck,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jan Bednarek,135,7,42,60,27,217,186,56%,2,7,314,668,339,4,716,642,440,9,404,221,3,3,3,"6,199",45.92,4,3,33%,3,315,27,1,118,1,7,3,2,2,0
Armel Bella-Kotchap,11,0,2,7,0,19,18,33%,2,1,26,53,27,1,75,60,22,2,24,12,0,0,1,414,37.64,1,3,3%,0,23,1,0,4,0,0,0,0,0,0
Héctor Bellerín,183,8,99,47,59,189,242,76%,1,38,239,334,163,3,815,685,797,207,189,243,1,1,20,"8,141",44.49,32,434,17%,32,162,30,0,143,9,8,0,5,3,3
Filip Benkovic,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Rhys Bennett,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Di'Shon Bernard,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Bertrand,262,7,92,109,67,351,401,66%,2,34,362,434,207,4,990,"1,115","1,016",106,353,373,0,1,16,"10,013",38.22,30,904,21%,9,332,36,2,241,13,7,1,2,4,3
Owen Bevan,1,0,0,1,0,1,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
