Player name,Appearances,Goals,Wins,Losses,Goals.1,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Jakub Moder,40,0,11,14,0,0.0,0,0,0,0,0,41,9,22%,4,5,3,"1,023",25.57,5,56,16%,6.0,17,2.0,0.0,31,2,57.0,56%,15.0,13.0,27.0,11.0,142,124,165,21.0,32.0,49.0,0.0
Mohamed Elneny,86,1,54,22,1,0.01,0,1,0,0,0,60,10,17%,1,2,5,"4,100",47.67,2,32,13%,5.0,136,11.0,1.0,40,2,88.0,52%,26.0,74.0,72.0,29.0,360,171,189,15.0,32.0,64.0,0.0
Mohamed Salah,207,126,138,27,126,0.61,7,16,103,18,0,751,329,44%,16,104,50,"5,945",28.72,74,278,5,0.0,106,101.0,96.0,191,34,27.0,12,,,,,,,,,,,
Jacob Montes,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Fionn Mooney,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Kieffer Moore,15,4,4,7,4,0.27,3,1,0,0,0,10,6,60%,0,1,0,224,14.93,1,5,0,0.0,15,0.0,10.0,1,0,12.0,10,,,,,,,,,,,
Andrew Moran,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Pablo Moreno,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Jimmy Morgan,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Nathan Moriah-Welsh,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Tyler Morton,2,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,35,17.50,0,0,0%,0.0,1,1.0,0.0,1,0,0.0,0%,0.0,3.0,0.0,0.0,5,2,6,0.0,2.0,3.0,0.0
Yerson Mosquera,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Louie Moulden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Mason Mount,119,26,60,31,26,0.22,0,23,3,2,2,258,91,35%,9,16,22,"4,503",37.84,33,503,29%,21.0,123,11.0,0.0,133,13,177.0,46%,80.0,62.0,45.0,19.0,459,453,607,112.0,41.0,122.0,0.0
Fabian Mrozek,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Divin Mubama,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Romaine Mundle,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Arijanet Muric,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Jacob Murphy,108,5,32,49,5,0.05,1,4,0,0,1,93,27,29%,5,6,8,"1,376",12.74,14,187,20%,6.0,47,7.0,0.0,58,5,115.0,57%,27.0,45.0,56.0,25.0,315,283,369,89.0,32.0,84.0,0.0
Mateusz Musialowski,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Yoshinori Muto,25,1,3,16,1,0.04,0,0,1,0,0,7,3,43%,0,2,0,145,5.80,0,5,1,0.0,15,5.0,11.0,1,5,3.0,2,,,,,,,,,,,
Enock Mwepu,24,2,13,4,2,0.08,0,2,0,0,0,21,9,43%,0,3,5,460,19.17,5,10,10%,4.0,7,2.0,0.0,20,4,32.0,53%,3.0,13.0,17.0,11.0,79,72,104,15.0,9.0,36.0,0.0
Vitaliy Mykolenko,28,1,7,14,7,33.0,48,54%,0,2,39,63,33,1,134,91,94,7,21,33,0,0,0.0,854,30.5,0.0,70,26%,2.0,31,2.0,0.0,26.0,0.0,1,0,0,1.0,0.0,,
Daniel N'Lundulu,13,0,3,7,0,0.0,0,0,0,0,0,1,0,0%,0,0,0,29,2.23,0,0,0,0.0,6,1.0,0.0,0,0,2.0,1,,,,,,,,,,,
Marvelous Nakamba,58,0,20,28,0,0.0,0,0,0,0,0,9,2,22%,0,0,0,"1,451",25.02,0,6,0%,1.0,45,13.0,0.0,50,0,109.0,56%,0.0,68.0,55.0,16.0,295,221,196,32.0,38.0,51.0,2.0
Adler Nascimento,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Wilfred Ndidi,175,7,75,65,7,0.04,1,4,2,0,0,185,29,16%,5,4,9,"8,810",50.34,6,34,3%,18.0,364,32.0,2.0,284,6,649.0,62%,50.0,366.0,412.0,222.0,"1,467","1,396","1,154",132.0,494.0,402.0,2.0
Tanguy Ndombélé,63,6,22,24,6,0.1,0,4,2,0,0,36,14,39%,0,1,5,"2,068",32.83,7,22,18%,19.0,46,7.0,0.0,43,0,75.0,57%,15.0,34.0,18.0,5.0,228,315,237,123.0,19.0,28.0,0.0
Reiss Nelson,25,3,12,7,3,0.12,0,3,0,0,0,18,7,39%,0,1,1,353,14.12,0,37,1,0.0,12,4.0,18.0,6,7,3.0,0,,,,,,,,,,,
Nélson Semedo,72,1,23,33,14,76.0,169,63%,1,12,67,140,73,0,378,402,347,105,62,81,1,1,3.0,"2,737",38.01,1.0,122,21%,4.0,83,9.0,1.0,75.0,6.0,1,0,1,0.0,0.0,,
Neto,8,2,2,2,23,0.0,4,8,1,1,33,57,2,8,0,0,2,0,0,0,0,186,23.25,56,,,,,,,,,,,,,,,,,
Moussa Niakhaté,2,0,1,1,0,2.0,1,0%,0,0,1,18,6,0,7,12,16,0,11,6,0,0,0.0,50,25.0,0.0,0,0%,0.0,4,0.0,0.0,3.0,0.0,0,0,0,0.0,0.0,,
Saúl Ñíguez,10,0,7,0,0,0.0,0,0,0,0,0,5,1,20%,0,0,0,325,32.50,0,10,20%,0.0,13,1.0,0.0,9,0,20.0,45%,2.0,7.0,9.0,6.0,18,30,39,2.0,8.0,11.0,0.0
Eddie Nketiah,71,10,37,25,10,0.14,1,5,4,0,0,68,28,41%,8,8,2,532,7.49,4,7,3,1.0,51,11.0,24.0,14,7,17.0,8,,,,,,,,,,,
Niels Nkounkou,2,0,0,2,0,1.0,4,75%,0,0,0,4,2,0,3,6,9,2,0,0,0,0,0.0,28,14.0,0.0,4,25%,0.0,1,1.0,0.0,1.0,0.0,0,0,0,0.0,0.0,,
Mark Noble,414,47,147,168,47,0.11,0,45,2,28,2,335,116,35%,7,4,35,"18,545",44.79,35,966,32%,105.0,"1,521",82.0,5.0,390,28,875.0,70%,91.0,583.0,269.0,74.0,"2,419","1,643","1,573",248.0,103.0,134.0,3.0
James Norris,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Darwin Núñez,10,5,4,2,5,0.5,1,3,1,0,0,39,17,44%,4,8,2,136,13.60,6,7,0,1.0,9,7.0,3.0,5,2,4.0,3,,,,,,,,,,,
Nuno da Costa,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Nuno Tavares,22,1,13,9,3,19.0,21,67%,0,4,9,30,20,0,68,75,84,18,24,22,0,1,1.0,586,26.64,1.0,40,23%,0.0,13,2.0,0.0,23.0,1.0,1,0,1,0.0,0.0,,
Ethan Nwaneri,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Christian Nørgaard,40,4,15,17,4,0.1,1,2,1,0,0,32,12,38%,2,4,4,"1,831",45.77,7,15,20%,7.0,83,8.0,0.0,63,0,118.0,53%,8.0,72.0,61.0,30.0,304,226,224,20.0,53.0,70.0,0.0
Jake O'Brien,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Oliver O'Neill,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Tommi O'Reilly,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Michael Obafemi,32,4,12,14,4,0.13,0,3,1,0,0,20,8,40%,0,4,3,168,5.25,3,4,2,0.0,14,4.0,9.0,7,7,0.0,0,,,,,,,,,,,
Ademipo Odubeko,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Chituru Odunze,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Odeluga Offiah,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Angelo Ogbonna,176,8,67,62,39,249.0,203,66%,1,14,248,820,446,0,746,759,478,31,458,281,1,2,1.0,"6,035",34.29,4.0,12,50%,3.0,407,22.0,0.0,119.0,1.0,8,6,0,1.0,2.0,,
Mazeed Ogungbo,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Braian Ojeda,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Sheyi Ojo,8,0,3,2,0,0.0,0,0,0,0,0,5,1,20%,0,0,3,140,17.50,2,19,0,0.0,3,0.0,9.0,3,2,1.0,0,,,,,,,,,,,
Armstrong Oko-Flex,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Ferdinand Okoh,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Arthur Okonkwo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Ademola Ola-Adebomi,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Kazeem Olaigbe,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Michael Olise,39,3,12,12,3,0.08,0,0,3,0,1,33,13,39%,1,0,7,881,22.59,10,146,22%,4.0,38,5.0,0.0,23,3,38.0,66%,10.0,10.0,12.0,1.0,111,137,151,46.0,10.0,23.0,0.0
Robin Olsen,9,2,2,4,25,0.0,2,10,0,0,33,76,2,16,0,0,1,0,0,0,0,235,26.11,56,,,,,,,,,,,,,,,,,
David Omilabu,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Tobi Omole,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Amadou Onana,14,0,3,6,0,0.0,0,0,0,0,0,15,0,0%,0,3,1,380,27.14,1,2,0%,3.0,14,4.0,0.0,22,0,37.0,70%,4.0,10.0,19.0,9.0,59,91,75,9.0,24.0,28.0,0.0
Josh Onomah,26,0,9,13,0,0.0,0,0,0,0,0,10,3,30%,0,0,0,239,9.19,0,7,0%,0.0,4,1.0,0.0,13,1,18.0,78%,3.0,3.0,3.0,0.0,23,30,43,4.0,7.0,9.0,0.0
Tyler Onyango,3,0,0,2,0,0.0,0,0,0,0,0,1,0,0%,0,0,0,2,0.67,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,1.0,0.0,1.0,0.0,0,1,3,0.0,1.0,2.0,0.0
Frank Onyeka,32,0,12,11,0,0.0,0,0,0,0,0,19,6,32%,1,2,1,440,13.75,1,13,8%,0.0,15,4.0,0.0,42,1,38.0,68%,6.0,19.0,20.0,6.0,100,106,128,12.0,21.0,31.0,0.0
Lewis Orford,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Divock Origi,107,22,66,18,22,0.21,7,11,4,0,0,106,46,43%,5,10,6,954,8.92,3,71,1,0.0,49,26.0,37.0,24,9,13.0,6,,,,,,,,,,,
Stefan Ortega,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Owen Otasowie,6,0,1,2,0,0.0,0,0,0,0,0,4,0,0%,0,1,1,59,9.83,0,0,0%,0.0,0,1.0,0.0,3,0,5.0,100%,1.0,3.0,4.0,3.0,16,22,20,3.0,8.0,9.0,0.0
Salah-Eddine Oulad M'hand,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,229,19,135,49,19,0.08,1,14,4,0,0,266,72,27%,8,11,24,"5,085",22.21,30,456,20%,56.0,283,10.0,0.0,118,15,207.0,72%,95.0,141.0,80.0,27.0,615,754,775,357.0,85.0,147.0,3.0
Daniel Oyegoke,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
David Ozoh,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Sam Packham,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Adrion Pajaziti,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Cole Palmer,11,0,11,0,0,0.0,0,0,0,0,0,6,1,17%,0,0,0,109,9.91,1,7,29%,1.0,2,0.0,0.0,1,1,5.0,40%,3.0,2.0,1.0,0.0,9,16,12,4.0,3.0,1.0,0.0
Jonathan Panzo,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Stefan Parkes,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Troy Parrott,2,0,1,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,4,2.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Thomas Partey,59,4,37,14,4,0.07,1,2,0,0,0,82,16,20%,4,4,3,"3,051",51.71,2,10,0%,14.0,178,11.0,0.0,61,0,110.0,58%,27.0,60.0,67.0,27.0,379,280,234,72.0,60.0,55.0,1.0
Maksim Paskotsi,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Charlie Patino,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Nathan Patterson,10,0,1,4,2,10.0,34,41%,0,4,10,22,13,0,51,51,31,6,6,8,0,0,0.0,275,27.5,1.0,17,6%,1.0,9,1.0,0.0,5.0,1.0,0,0,0,0.0,0.0,,
Lewis Payne,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Ben Pearson,5,0,2,3,0,0.0,0,0,0,0,0,1,1,100%,0,0,0,84,16.80,0,0,0%,0.0,7,1.0,0.0,7,0,6.0,33%,0.0,1.0,2.0,0.0,11,10,11,0.0,2.0,4.0,0.0
Myles Peart-Harris,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Pedro Neto,81,9,27,31,9,0.11,0,2,7,0,0,106,33,31%,2,9,10,"1,761",21.74,19,335,11,0.0,45,11.0,37.0,35,46,10.0,5,,,,,,,,,,,
Facundo Pellistri,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Nicolas Pépé,80,16,37,25,16,0.2,0,3,13,2,0,121,48,40%,8,8,9,"1,654",20.68,10,203,5,1.0,33,12.0,60.0,27,28,18.0,11,,,,,,,,,,,
Ayoze Pérez,220,45,74,96,45,0.2,6,33,6,1,0,318,133,42%,8,27,18,"4,066",18.48,30,224,11,1.0,219,53.0,279.0,75,147,107.0,45,,,,,,,,,,,
Ivan Perisic,15,0,9,4,0,0.0,0,0,0,0,0,10,2,20%,2,2,4,315,21.00,5,84,33%,0.0,15,2.0,0.0,11,3,16.0,63%,2.0,9.0,7.0,3.0,47,31,53,7.0,8.0,14.0,0.0
Sonny Perkins,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Romain Perraud,33,2,6,17,3,50.0,59,61%,0,17,31,50,14,1,114,116,130,13,20,35,0,0,3.0,837,25.36,5.0,106,11%,2.0,16,4.0,0.0,41.0,3.0,2,0,1,1.0,2.0,,
Cameron Peupion,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Philippe Coutinho,183,46,90,44,46,0.25,1,41,4,0,5,563,179,32%,13,19,38,"7,592",41.49,57,474,26%,155.0,331,10.0,1.0,101,36,268.0,76%,196.0,99.0,50.0,12.0,794,893,"1,072",376.0,39.0,164.0,0.0
Nathaniel Phillips,19,1,13,3,7,12.0,24,63%,0,3,22,82,44,2,97,134,84,2,100,50,0,0,1.0,"1,199",63.11,1.0,1,0%,0.0,53,2.0,0.0,21.0,0.0,1,1,0,0.0,0.0,,
Jaden Philogene,2,0,2,0,"
      0
  ",2.0,0,"
      0
  ",0,0,"
      0
  ","
      0
  ","
      0
  ","
        0%
  ","
      0
  ","
      0
  ","
      0
  ","
      6
  ","
        3
  ",0,"
      0
  ","
        0%
  ",0.0,"
      0
  ",0.0,0.0,"
      0
  ","
      1
  ",0.0,"
        0%
  ",0.0,0.0,0.0,0.0,"
      1
  ","
      1
  ","
      3
  ",0.0,0.0,0.0,0.0
Jordan Pickford,225,57,73,102,722,4.0,123,135,48,98,939,"1,819",57,330,17,0,9,0,5,0,1,"6,949",30.88,"1,928",,,,,,,,,,,,,,,,,
Ethan Pinnock,39,1,12,18,9,56.0,55,69%,1,4,51,204,131,0,168,251,119,10,170,85,1,1,1.0,"1,672",42.87,2.0,22,18%,0.0,80,1.0,0.0,11.0,1.0,1,0,0,1.0,0.0,,
Cameron Plain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Luke Plange,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Paul Pogba,157,29,84,28,29,0.18,4,22,3,7,0,362,127,35%,11,28,38,"9,296",59.21,31,139,14%,80.0,710,29.0,2.0,267,17,205.0,68%,99.0,122.0,168.0,112.0,960,"1,108","1,031",320.0,313.0,209.0,1.0
Nick Pope,156,53,53,54,512,2.0,61,185,26,118,683,"1,214",53,180,5,0,8,0,3,0,0,"4,156",26.64,"1,310",,,,,,,,,,,,,,,,,
Freddie Potts,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Ian Poveda-Ocampo,14,0,4,6,0,0.0,0,0,0,0,0,5,3,60%,0,0,0,111,7.93,3,9,0,0.0,5,2.0,5.0,2,1,2.0,0,,,,,,,,,,,
Dennis Praet,49,2,25,17,2,0.04,0,2,0,0,0,25,5,20%,1,0,3,900,18.37,5,44,14%,4.0,31,3.0,0.0,34,1,56.0,57%,12.0,25.0,17.0,9.0,135,102,154,21.0,8.0,29.0,0.0
Aaron Pressley,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Isaac Price,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0%,0,1,0,2,2.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
Christian Pulisic,87,20,40,24,20,0.23,2,7,11,0,0,144,56,39%,2,20,9,"1,924",22.11,12,89,12%,7.0,40,5.0,0.0,50,11,61.0,57%,35.0,25.0,27.0,11.0,205,353,494,134.0,55.0,128.0,0.0
Jarell Quansah,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Daniel Quick,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Sebastian Quirk,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Luka Racic,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Jesurun Rak-Sakyi,2,0,1,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,24,12.00,0,2,50%,0.0,0,0.0,0.0,1,0,0.0,0%,0.0,1.0,0.0,0.0,6,3,7,0.0,0.0,1.0,0.0
Calvin Ramsay,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Aaron Ramsdale,123,29,49,61,394,1.0,46,71,20,53,546,808,29,175,3,0,2,0,1,0,1,"3,310",26.91,706,,,,,,,,,,,,,,,,,
Jacob Ramsey,71,8,26,32,8,0.11,0,5,3,0,0,55,17,31%,1,3,3,"1,637",23.06,3,41,17%,3.0,45,10.0,0.0,59,4,108.0,63%,19.0,41.0,37.0,13.0,224,254,265,41.0,28.0,58.0,0.0
Darren Randolph,34,7,12,15,91,1.0,9,33,8,16,102,285,7,61,5,0,1,0,0,0,0,900,26.47,324,,,,,,,,,,,,,,,,,
Raphinha,65,17,24,28,17,0.26,0,1,16,4,2,155,49,32%,10,10,12,"1,950",30.00,22,327,10,0.0,53,28.0,85.0,45,58,51.0,35,,,,,,,,,,,
Marcus Rashford,218,63,113,46,63,0.29,5,50,8,6,1,433,192,44%,10,58,34,"4,812",22.07,39,329,19,1.0,134,100.0,105.0,110,50,86.0,45,,,,,,,,,,,
David Raya,39,12,14,13,142,0.0,11,49,10,23,192,322,12,52,2,0,1,0,1,0,0,"1,531",39.26,415,,,,,,,,,,,,,,,,,
Jadan Raymond,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Tim Ream,61,0,14,34,8,114.0,69,52%,3,0,92,266,93,3,285,193,161,12,98,91,0,1,1.0,"2,746",45.02,1.0,7,14%,0.0,147,3.0,0.0,25.0,1.0,0,0,0,0.0,0.0,,
